time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz
2022-04-27 12:13:29.9280,0.061,0.992,0.183,0.15,-0.38,0.67,-1.18,-0.26,-0.1
2022-04-27 12:13:29.9370,0.061,0.978,0.18,0.17,-0.26,0.77,-1.09,-0.26,-0.09
2022-04-27 12:13:29.9480,0.061,0.969,0.187,0.17,-0.16,0.89,-0.99,-0.26,-0.08
2022-04-27 12:13:29.9580,0.063,0.965,0.196,0.17,-0.11,0.9,-0.91,-0.27,-0.06
2022-04-27 12:13:29.9680,0.063,0.958,0.206,0.15,-0.1,0.89,-0.83,-0.28,-0.05
2022-04-27 12:13:29.9780,0.062,0.948,0.21,0.16,-0.05,0.88,-0.76,-0.29,-0.04
2022-04-27 12:13:29.9880,0.061,0.937,0.215,0.17,0.03,0.91,-0.67,-0.31,-0.03
2022-04-27 12:13:29.9970,0.06,0.925,0.222,0.19,0.13,0.91,-0.59,-0.33,-0.03
2022-04-27 12:13:30.0070,0.059,0.915,0.23,0.21,0.23,0.89,-0.53,-0.35,-0.02
Time,0.058,0.908,0.236,0.23,0.3,0.85,-0.47,-0.36,-0.02
2022-04-27 12:13:30.0270,0.057,0.903,0.243,0.24,0.35,0.84,-0.42,-0.37,-0.03
2022-04-27 12:13:30.0370,0.053,0.9,0.246,0.27,0.38,0.81,-0.36,-0.37,-0.03
2022-04-27 12:13:30.0470,0.052,0.897,0.249,0.31,0.39,0.82,-0.3,-0.38,-0.04
2022-04-27 12:13:30.0580,0.052,0.896,0.252,0.33,0.41,0.81,-0.24,-0.39,-0.06
2022-04-27 12:13:30.0670,0.052,0.894,0.253,0.34,0.42,0.8,-0.19,-0.39,-0.07
2022-04-27 12:13:30.0760,0.052,0.894,0.252,0.34,0.42,0.81,-0.14,-0.4,-0.08
2022-04-27 12:13:30.0860,0.052,0.895,0.25,0.35,0.42,0.83,-0.09,-0.41,-0.09
2022-04-27 12:13:30.0970,0.054,0.895,0.249,0.35,0.4,0.85,-0.04,-0.43,-0.11
2022-04-27 12:13:30.1060,0.054,0.894,0.251,0.33,0.41,0.85,0.0,-0.44,-0.13
2022-04-27 12:13:30.1160,0.056,0.892,0.253,0.34,0.43,0.83,0.04,-0.45,-0.14
2022-04-27 12:13:30.1270,0.057,0.891,0.259,0.32,0.44,0.79,0.08,-0.47,-0.16
2022-04-27 12:13:30.1310,0.058,0.887,0.262,0.32,0.44,0.79,0.11,-0.49,-0.19
2022-04-27 12:13:30.1470,0.059,0.884,0.264,0.3,0.51,0.69,0.14,-0.52,-0.21
2022-04-27 12:13:30.1560,0.06,0.881,0.27,0.28,0.55,0.64,0.16,-0.53,-0.23
2022-04-27 12:13:30.1670,0.06,0.879,0.275,0.28,0.58,0.57,0.18,-0.54,-0.25
2022-04-27 12:13:30.1770,0.06,0.878,0.28,0.27,0.61,0.49,0.21,-0.56,-0.27
2022-04-27 12:13:30.1850,0.059,0.879,0.282,0.26,0.61,0.43,0.24,-0.56,-0.29
2022-04-27 12:13:30.1960,0.059,0.878,0.284,0.26,0.62,0.38,0.26,-0.57,-0.31
2022-04-27 12:13:30.2060,0.06,0.879,0.282,0.24,0.64,0.34,0.29,-0.58,-0.32
2022-04-27 12:13:30.2160,0.059,0.878,0.279,0.23,0.65,0.34,0.31,-0.6,-0.34
2022-04-27 12:13:30.2260,0.058,0.879,0.274,0.23,0.66,0.34,0.33,-0.61,-0.36
2022-04-27 12:13:30.2370,0.06,0.88,0.27,0.21,0.67,0.35,0.35,-0.63,-0.37
2022-04-27 12:13:30.2450,0.059,0.88,0.266,0.18,0.67,0.35,0.35,-0.65,-0.38
2022-04-27 12:13:30.2560,0.06,0.88,0.264,0.17,0.68,0.35,0.36,-0.68,-0.4
2022-04-27 12:13:30.2660,0.061,0.88,0.262,0.14,0.7,0.33,0.35,-0.7,-0.41
2022-04-27 12:13:30.2750,0.06,0.877,0.263,0.12,0.72,0.31,0.34,-0.72,-0.42
2022-04-27 12:13:30.2880,0.061,0.874,0.262,0.1,0.76,0.26,0.34,-0.74,-0.43
2022-04-27 12:13:30.2950,0.059,0.875,0.261,0.09,0.79,0.25,0.32,-0.76,-0.44
2022-04-27 12:13:30.3050,0.061,0.874,0.265,0.07,0.8,0.2,0.3,-0.78,-0.44
2022-04-27 12:13:30.3180,0.061,0.874,0.265,0.04,0.83,0.13,0.28,-0.79,-0.45
2022-04-27 12:13:30.3250,0.06,0.876,0.268,0.02,0.82,0.1,0.26,-0.8,-0.44
2022-04-27 12:13:30.3350,0.059,0.875,0.272,0.01,0.82,0.04,0.23,-0.8,-0.44
2022-04-27 12:13:30.3460,0.057,0.873,0.276,0.01,0.84,-0.02,0.19,-0.8,-0.44
2022-04-27 12:13:30.3550,0.055,0.872,0.28,0.01,0.86,-0.08,0.13,-0.78,-0.43
2022-04-27 12:13:30.3650,0.056,0.871,0.283,0.0,0.88,-0.14,0.08,-0.77,-0.41
2022-04-27 12:13:30.3750,0.057,0.869,0.286,-0.03,0.89,-0.18,0.02,-0.74,-0.38
2022-04-27 12:13:30.3860,0.06,0.861,0.289,-0.06,0.93,-0.2,-0.06,-0.72,-0.34
2022-04-27 12:13:30.3940,0.062,0.849,0.299,-0.11,1.02,-0.25,-0.13,-0.69,-0.3
2022-04-27 12:13:30.4040,0.061,0.846,0.312,-0.12,1.12,-0.34,-0.21,-0.66,-0.24
2022-04-27 12:13:30.4170,0.06,0.851,0.325,-0.12,1.12,-0.46,-0.28,-0.62,-0.17
2022-04-27 12:13:30.4240,0.058,0.853,0.337,-0.1,1.07,-0.55,-0.36,-0.58,-0.09
2022-04-27 12:13:30.4340,0.058,0.858,0.35,-0.08,1.03,-0.63,-0.46,-0.52,-0.0
2022-04-27 12:13:30.4440,0.06,0.872,0.364,-0.07,0.95,-0.72,-0.57,-0.45,0.12
2022-04-27 12:13:30.4550,0.064,0.889,0.377,-0.06,0.79,-0.8,-0.7,-0.37,0.25
2022-04-27 12:13:30.4650,0.067,0.921,0.392,-0.07,0.59,-0.87,-0.84,-0.28,0.39
2022-04-27 12:13:30.4740,0.071,0.985,0.402,-0.05,0.17,-0.93,-0.98,-0.21,0.52
2022-04-27 12:13:30.4840,0.071,1.077,0.407,-0.03,-0.56,-0.93,-1.13,-0.15,0.6
2022-04-27 12:13:30.4940,0.067,1.198,0.414,0.04,-1.58,-0.86,-1.32,-0.12,0.61
2022-04-27 12:13:30.5040,0.06,1.303,0.421,0.15,-2.84,-0.81,-1.52,-0.1,0.56
2022-04-27 12:13:30.5150,0.065,1.315,0.407,0.26,-3.83,-0.71,-1.63,-0.09,0.54
2022-04-27 12:13:30.5240,0.077,1.258,0.367,0.22,-3.67,-0.35,-1.57,-0.09,0.54
2022-04-27 12:13:30.5350,0.08,1.259,0.332,0.18,-3.3,0.21,-1.39,-0.1,0.54
2022-04-27 12:13:30.5450,0.08,1.192,0.329,0.2,-3.26,0.6,-1.24,-0.08,0.5
2022-04-27 12:13:30.5540,0.07,1.144,0.359,0.28,-2.61,0.65,-1.24,-0.04,0.44
2022-04-27 12:13:30.5650,0.071,1.099,0.394,0.4,-2.25,0.42,-1.3,-0.01,0.39
2022-04-27 12:13:30.5740,0.076,1.059,0.408,0.4,-1.86,0.23,-1.37,0.01,0.34
2022-04-27 12:13:30.5830,0.076,1.025,0.411,0.39,-1.55,0.26,-1.43,0.03,0.28
2022-04-27 12:13:30.5940,0.077,0.988,0.415,0.42,-1.29,0.36,-1.52,0.03,0.22
2022-04-27 12:13:30.6040,0.075,0.943,0.418,0.42,-0.97,0.45,-1.58,0.04,0.14
2022-04-27 12:13:30.6140,0.074,0.897,0.422,0.46,-0.61,0.57,-1.62,0.06,0.07
2022-04-27 12:13:30.6240,0.077,0.86,0.432,0.46,-0.24,0.66,-1.64,0.08,0.0
2022-04-27 12:13:30.6340,0.079,0.827,0.446,0.42,0.01,0.68,-1.69,0.1,-0.06
2022-04-27 12:13:30.6440,0.079,0.799,0.459,0.39,0.26,0.69,-1.76,0.13,-0.11
2022-04-27 12:13:30.6540,0.077,0.792,0.471,0.38,0.41,0.71,-1.85,0.15,-0.18
2022-04-27 12:13:30.6630,0.071,0.808,0.479,0.38,0.31,0.76,-1.93,0.16,-0.27
2022-04-27 12:13:30.6740,0.061,0.837,0.483,0.42,0.02,0.84,-2.01,0.17,-0.38
2022-04-27 12:13:30.6820,0.057,0.875,0.483,0.47,-0.41,0.98,-2.06,0.16,-0.51
2022-04-27 12:13:30.6940,0.052,0.916,0.479,0.45,-0.91,1.15,-2.07,0.15,-0.64
2022-04-27 12:13:30.7030,0.051,0.943,0.473,0.44,-1.41,1.35,-2.01,0.14,-0.77
2022-04-27 12:13:30.7130,0.048,0.943,0.474,0.38,-1.74,1.55,-1.93,0.12,-0.89
2022-04-27 12:13:30.7230,0.049,0.903,0.482,0.33,-1.74,1.68,-1.89,0.09,-0.99
2022-04-27 12:13:30.7340,0.051,0.847,0.498,0.23,-1.4,1.71,-1.87,0.08,-1.07
2022-04-27 12:13:30.7430,0.049,0.794,0.513,0.14,-0.96,1.68,-1.84,0.08,-1.13
2022-04-27 12:13:30.7530,0.05,0.752,0.519,0.07,-0.58,1.7,-1.83,0.07,-1.17
2022-04-27 12:13:30.7630,0.045,0.728,0.532,-0.03,-0.32,1.76,-1.84,0.09,-1.2
2022-04-27 12:13:30.7740,0.042,0.725,0.542,-0.07,-0.27,1.75,-1.85,0.1,-1.23
2022-04-27 12:13:30.7820,0.039,0.733,0.541,-0.13,-0.4,1.8,-1.82,0.08,-1.25
2022-04-27 12:13:30.7920,0.034,0.739,0.535,-0.18,-0.61,1.97,-1.72,0.07,-1.26
2022-04-27 12:13:30.8020,0.03,0.726,0.541,-0.22,-0.76,2.1,-1.57,0.04,-1.25
2022-04-27 12:13:30.8120,0.027,0.689,0.552,-0.27,-0.68,2.12,-1.39,0.01,-1.23
2022-04-27 12:13:30.8220,0.022,0.64,0.565,-0.31,-0.38,2.09,-1.24,-0.01,-1.21
2022-04-27 12:13:30.8320,0.014,0.594,0.588,-0.32,0.01,2.01,-1.12,-0.03,-1.17
2022-04-27 12:13:30.8420,0.011,0.55,0.598,-0.33,0.37,1.88,-1.04,-0.05,-1.13
2022-04-27 12:13:30.8530,0.006,0.515,0.609,-0.36,0.71,1.85,-0.99,-0.07,-1.08
2022-04-27 12:13:30.8620,0.003,0.477,0.619,-0.38,0.97,1.8,-0.99,-0.1,-1.03
2022-04-27 12:13:30.8720,-0.009,0.456,0.634,-0.38,1.23,1.76,-1.03,-0.1,-1.03
2022-04-27 12:13:30.8820,-0.016,0.424,0.654,-0.3,1.36,1.65,-1.11,-0.1,-1.0
2022-04-27 12:13:30.8920,-0.013,0.398,0.669,-0.34,1.59,1.54,-1.23,-0.1,-0.97
2022-04-27 12:13:30.9020,-0.013,0.4,0.691,-0.4,1.68,1.44,-1.33,-0.09,-0.91
2022-04-27 12:13:30.9130,-0.008,0.429,0.709,-0.44,1.47,1.3,-1.34,-0.1,-0.82
2022-04-27 12:13:30.9220,-0.003,0.45,0.726,-0.54,1.05,1.21,-1.24,-0.1,-0.71
2022-04-27 12:13:30.9320,-0.009,0.448,0.753,-0.6,0.81,1.09,-1.03,-0.08,-0.63
2022-04-27 12:13:30.9420,-0.015,0.433,0.789,-0.54,0.77,0.84,-0.82,-0.07,-0.55
2022-04-27 12:13:30.9520,-0.019,0.391,0.812,-0.53,0.92,0.54,-0.82,-0.07,-0.55
2022-04-27 12:13:30.9620,-0.025,0.357,0.808,-0.49,1.29,0.43,-0.65,-0.06,-0.43
2022-04-27 12:13:30.9710,-0.027,0.354,0.805,-0.46,1.5,0.5,-0.57,-0.04,-0.38
2022-04-27 12:13:30.9810,-0.026,0.381,0.798,-0.46,1.39,0.58,-0.39,-0.04,-0.31
2022-04-27 12:13:30.9910,-0.024,0.408,0.796,-0.48,1.07,0.65,-0.14,-0.06,-0.23
2022-04-27 12:13:31.0010,-0.03,0.428,0.797,-0.5,0.83,0.67,0.22,-0.05,-0.18
Time,-0.041,0.455,0.805,-0.42,0.64,0.63,0.7,-0.0,-0.15
2022-04-27 12:13:31.0250,-0.045,0.47,0.812,-0.35,0.46,0.5,1.25,0.06,-0.15
2022-04-27 12:13:31.0310,-0.053,0.478,0.822,-0.31,0.45,0.36,1.77,0.13,-0.18
2022-04-27 12:13:31.0410,-0.057,0.47,0.83,-0.27,0.56,0.17,2.19,0.19,-0.22
2022-04-27 12:13:31.0450,-0.063,0.464,0.839,-0.25,0.84,-0.04,2.53,0.24,-0.28
2022-04-27 12:13:31.0610,-0.072,0.478,0.847,-0.22,1.07,-0.27,2.86,0.29,-0.35
2022-04-27 12:13:31.0710,-0.079,0.511,0.85,-0.17,1.1,-0.52,3.17,0.34,-0.44
2022-04-27 12:13:31.0800,-0.083,0.542,0.837,-0.18,1.01,-0.72,3.46,0.39,-0.53
2022-04-27 12:13:31.0910,-0.087,0.562,0.808,-0.2,0.99,-0.76,3.71,0.42,-0.62
2022-04-27 12:13:31.1010,-0.091,0.579,0.784,-0.23,1.07,-0.71,3.92,0.46,-0.7
2022-04-27 12:13:31.1110,-0.097,0.596,0.764,-0.27,1.17,-0.78,4.12,0.49,-0.78
2022-04-27 12:13:31.1150,-0.102,0.617,0.736,-0.3,1.27,-0.86,4.32,0.54,-0.85
2022-04-27 12:13:31.1310,-0.106,0.652,0.708,-0.35,1.3,-0.9,4.54,0.56,-0.92
2022-04-27 12:13:31.1410,-0.106,0.697,0.663,-0.42,1.19,-0.96,4.76,0.53,-0.96
2022-04-27 12:13:31.1510,-0.098,0.751,0.606,-0.55,0.99,-0.85,5.0,0.47,-0.97
2022-04-27 12:13:31.1610,-0.093,0.812,0.552,-0.73,0.7,-0.72,5.25,0.37,-0.95
2022-04-27 12:13:31.1700,-0.083,0.88,0.499,-0.88,0.32,-0.63,5.46,0.25,-0.9
2022-04-27 12:13:31.1800,-0.078,0.936,0.448,-1.06,-0.12,-0.58,5.64,0.12,-0.85
2022-04-27 12:13:31.1900,-0.074,0.973,0.4,-1.18,-0.41,-0.59,5.77,-0.01,-0.78
2022-04-27 12:13:31.2000,-0.07,0.995,0.356,-1.29,-0.54,-0.64,5.85,-0.12,-0.7
2022-04-27 12:13:31.2100,-0.067,1.013,0.312,-1.38,-0.58,-0.75,5.87,-0.23,-0.61
2022-04-27 12:13:31.2210,-0.067,1.034,0.269,-1.45,-0.64,-0.85,5.83,-0.33,-0.52
2022-04-27 12:13:31.2310,-0.065,1.067,0.228,-1.49,-0.76,-0.97,5.74,-0.41,-0.41
2022-04-27 12:13:31.2400,-0.06,1.126,0.196,-1.55,-1.09,-1.11,5.55,-0.49,-0.28
2022-04-27 12:13:31.2500,-0.051,1.18,0.166,-1.63,-1.66,-1.31,5.26,-0.56,-0.13
2022-04-27 12:13:31.2620,-0.046,1.207,0.15,-1.72,-2.11,-1.52,4.89,-0.62,0.05
2022-04-27 12:13:31.2690,-0.044,1.215,0.126,-1.75,-2.33,-1.81,4.41,-0.7,0.23
2022-04-27 12:13:31.2790,-0.043,1.193,0.096,-1.74,-2.37,-1.94,3.86,-0.82,0.41
2022-04-27 12:13:31.2890,-0.046,1.123,0.077,-1.71,-2.07,-1.99,3.25,-0.92,0.55
2022-04-27 12:13:31.2990,-0.054,0.949,0.051,-1.64,-1.28,-2.08,2.66,-1.05,0.62
2022-04-27 12:13:31.3100,-0.061,0.834,0.005,-1.48,0.72,-2.0,2.13,-1.23,0.71
2022-04-27 12:13:31.3200,-0.045,0.946,-0.023,-1.43,1.04,-1.69,1.52,-1.39,0.83
2022-04-27 12:13:31.3290,-0.038,0.972,-0.015,-1.54,-0.04,-1.63,0.83,-1.49,0.97
2022-04-27 12:13:31.3390,-0.038,0.911,-0.009,-1.5,0.02,-1.76,0.13,-1.55,1.1
2022-04-27 12:13:31.3490,-0.044,0.868,-0.015,-1.43,0.66,-1.76,-0.54,-1.6,1.21
2022-04-27 12:13:31.3590,-0.054,0.865,-0.001,-1.25,1.02,-1.63,-1.2,-1.61,1.31
2022-04-27 12:13:31.3690,-0.057,0.898,0.018,-1.07,1.0,-1.63,-1.89,-1.59,1.41
2022-04-27 12:13:31.3790,-0.057,0.947,0.033,-0.94,0.67,-1.6,-2.55,-1.54,1.51
2022-04-27 12:13:31.3890,-0.055,0.991,0.034,-0.82,0.25,-1.44,-3.15,-1.46,1.62
2022-04-27 12:13:31.3990,-0.054,1.036,0.042,-0.69,-0.14,-1.11,-3.69,-1.35,1.72
2022-04-27 12:13:31.4100,-0.05,1.069,0.05,-0.55,-0.52,-0.82,-4.12,-1.24,1.8
2022-04-27 12:13:31.4190,-0.048,1.091,0.046,-0.41,-0.79,-0.45,-4.47,-1.11,1.84
2022-04-27 12:13:31.4290,-0.057,1.111,0.046,-0.23,-0.98,0.04,-4.72,-0.94,1.86
2022-04-27 12:13:31.4400,-0.053,1.13,0.059,0.05,-1.2,0.48,-4.88,-0.82,1.84
2022-04-27 12:13:31.4490,-0.044,1.141,0.069,0.16,-1.43,0.83,-4.96,-0.77,1.81
2022-04-27 12:13:31.4590,-0.041,1.146,0.087,0.26,-1.59,1.2,-4.86,-0.68,1.72
2022-04-27 12:13:31.4690,-0.042,1.142,0.12,0.43,-1.74,1.44,-4.74,-0.58,1.62
2022-04-27 12:13:31.4780,-0.041,1.121,0.14,0.59,-1.77,1.58,-4.56,-0.51,1.48
2022-04-27 12:13:31.4880,-0.041,1.089,0.163,0.74,-1.68,1.8,-4.32,-0.43,1.33
2022-04-27 12:13:31.4990,-0.04,1.047,0.182,0.87,-1.49,1.97,-4.03,-0.35,1.17
2022-04-27 12:13:31.5090,-0.038,1.004,0.199,0.96,-1.22,2.15,-3.74,-0.29,0.99
2022-04-27 12:13:31.5190,-0.035,0.968,0.218,1.04,-0.96,2.28,-3.41,-0.24,0.82
2022-04-27 12:13:31.5290,-0.033,0.934,0.228,1.08,-0.77,2.4,-3.41,-0.24,0.82
2022-04-27 12:13:31.5390,-0.03,0.906,0.233,1.13,-0.6,2.58,-2.58,-0.18,0.46
2022-04-27 12:13:31.5480,-0.025,0.882,0.241,1.14,-0.46,2.72,-2.11,-0.18,0.31
2022-04-27 12:13:31.5580,-0.019,0.86,0.257,1.12,-0.33,2.79,-1.61,-0.2,0.17
2022-04-27 12:13:31.5680,-0.011,0.839,0.276,1.08,-0.19,2.75,-1.12,-0.24,0.07
2022-04-27 12:13:31.5780,-0.0,0.819,0.302,1.01,-0.05,2.62,-0.66,-0.3,0.01
2022-04-27 12:13:31.5890,0.016,0.808,0.329,0.91,0.12,2.41,-0.66,-0.3,0.01
2022-04-27 12:13:31.5980,0.028,0.819,0.359,0.77,0.15,2.14,0.24,-0.48,-0.02
2022-04-27 12:13:31.6190,0.035,0.82,0.4,0.65,0.12,1.31,0.66,-0.54,0.01
2022-04-27 12:13:31.6190,0.046,0.821,0.439,0.65,0.12,1.31,1.02,-0.58,0.07
2022-04-27 12:13:31.6260,0.054,0.817,0.472,0.58,0.16,0.84,1.3,-0.61,0.16
2022-04-27 12:13:31.6370,0.059,0.815,0.492,0.56,0.3,0.44,1.51,-0.64,0.25
2022-04-27 12:13:31.6480,0.067,0.848,0.503,0.57,0.31,0.13,1.69,-0.69,0.37
2022-04-27 12:13:31.6600,0.076,0.892,0.506,0.55,0.01,-0.11,1.87,-0.72,0.52
2022-04-27 12:13:31.6690,0.085,0.947,0.503,0.54,-0.34,-0.3,2.05,-0.77,0.68
2022-04-27 12:13:31.6770,0.094,1.022,0.497,0.55,-0.86,-0.45,2.25,-0.82,0.85
2022-04-27 12:13:31.6870,0.103,1.098,0.487,0.58,-1.52,-0.59,2.43,-0.87,1.04
2022-04-27 12:13:31.6980,0.108,1.168,0.478,0.63,-2.18,-0.71,2.54,-0.89,1.21
2022-04-27 12:13:31.7080,0.105,1.213,0.469,0.74,-2.74,-0.87,2.57,-0.84,1.35
2022-04-27 12:13:31.7170,0.098,1.232,0.447,0.93,-3.04,-0.99,2.5,-0.74,1.46
2022-04-27 12:13:31.7280,0.09,1.231,0.414,1.16,-3.13,-0.99,2.39,-0.62,1.52
2022-04-27 12:13:31.7360,0.077,1.211,0.354,1.4,-3.01,-0.83,2.25,-0.46,1.55
2022-04-27 12:13:31.7410,0.066,1.195,0.296,1.68,-2.78,-0.42,2.25,-0.46,1.55
2022-04-27 12:13:31.7570,0.054,1.182,0.247,1.94,-2.62,-0.07,1.85,-0.04,1.49
2022-04-27 12:13:31.7660,0.045,1.154,0.201,2.18,-2.48,0.25,1.56,0.19,1.43
2022-04-27 12:13:31.7770,0.037,1.09,0.159,2.38,-2.12,0.56,1.22,0.41,1.33
2022-04-27 12:13:31.7860,0.025,0.996,0.122,2.58,-1.42,0.87,0.86,0.6,1.22
2022-04-27 12:13:31.7970,0.017,0.89,0.09,2.78,-0.47,1.19,0.51,0.76,1.1
2022-04-27 12:13:31.8070,0.009,0.795,0.084,2.94,0.53,1.43,0.16,0.87,0.97
2022-04-27 12:13:31.8170,0.004,0.726,0.077,3.07,1.4,1.47,-0.16,0.93,0.83
2022-04-27 12:13:31.8270,-0.0,0.687,0.074,3.17,1.95,1.61,-0.49,0.99,0.69
2022-04-27 12:13:31.8310,-0.003,0.672,0.074,3.24,2.25,1.69,-0.8,1.04,0.54
2022-04-27 12:13:31.8470,-0.005,0.686,0.073,3.28,2.3,1.82,-1.1,1.11,0.38
2022-04-27 12:13:31.8570,-0.006,0.745,0.078,3.3,2.02,1.96,-1.4,1.2,0.2
2022-04-27 12:13:31.8660,-0.006,0.832,0.088,3.25,0.37,2.16,-1.66,1.33,0.01
Time,-0.005,0.916,0.1,3.25,0.37,2.16,-1.89,1.51,-0.19
2022-04-27 12:13:31.8860,-0.001,0.976,0.118,3.16,-0.46,2.25,-2.07,1.75,-0.39
2022-04-27 12:13:31.8960,0.011,0.999,0.165,3.0,-1.02,2.28,-2.24,2.04,-0.55
2022-04-27 12:13:31.9060,0.034,0.961,0.218,2.72,-1.2,1.97,-2.33,2.36,-0.65
2022-04-27 12:13:31.9160,0.054,0.887,0.221,2.35,-0.73,1.86,-2.32,2.69,-0.72
2022-04-27 12:13:31.9260,0.07,0.857,0.235,1.99,-0.14,2.11,-2.24,2.99,-0.75
2022-04-27 12:13:31.9370,0.085,0.874,0.243,1.64,-0.06,2.21,-2.05,3.24,-0.74
2022-04-27 12:13:31.9450,0.101,0.911,0.231,1.28,-0.38,2.43,-1.75,3.44,-0.65
2022-04-27 12:13:31.9490,0.117,0.937,0.25,0.9,-0.81,2.73,-1.42,3.56,-0.49
2022-04-27 12:13:31.9650,0.127,0.934,0.316,0.53,-1.08,2.61,-1.16,3.49,-0.26
2022-04-27 12:13:31.9750,0.13,0.895,0.402,0.26,-1.0,2.0,-0.88,3.34,0.02
2022-04-27 12:13:31.9850,0.133,0.86,0.45,0.07,-0.62,1.32,-0.55,3.11,0.35
2022-04-27 12:13:31.9950,0.137,0.863,0.479,-0.1,-0.4,1.03,-0.19,2.85,0.74
2022-04-27 12:13:32.0050,0.139,0.88,0.524,-0.22,-0.51,0.76,0.18,2.61,1.16
2022-04-27 12:13:32.0160,0.143,0.905,0.582,-0.28,-0.68,0.27,0.56,2.37,1.6
2022-04-27 12:13:32.0260,0.139,0.949,0.612,-0.3,-0.96,-0.28,0.97,2.15,2.03
2022-04-27 12:13:32.0360,0.126,0.985,0.636,-0.19,-1.35,-0.61,1.47,2.11,2.41
2022-04-27 12:13:32.0460,0.111,1.015,0.644,0.04,-1.64,-0.9,1.98,2.11,2.73
2022-04-27 12:13:32.0560,0.087,1.046,0.652,0.32,-1.83,-1.12,2.5,2.24,2.94
2022-04-27 12:13:32.0640,0.067,1.082,0.639,0.68,-2.08,-1.35,2.94,2.43,3.08
2022-04-27 12:13:32.0750,0.046,1.1,0.636,1.01,-2.3,-1.42,3.32,2.65,3.15
2022-04-27 12:13:32.0850,0.031,1.092,0.615,1.34,-2.3,-1.63,3.65,2.95,3.15
2022-04-27 12:13:32.0940,0.016,1.079,0.589,1.62,-2.09,-1.66,3.96,3.26,3.09
2022-04-27 12:13:32.0990,0.003,1.063,0.524,1.89,-1.84,-1.62,4.24,3.55,3.0
2022-04-27 12:13:32.1140,-0.004,1.045,0.445,2.12,-1.58,-1.21,4.53,3.91,2.89
2022-04-27 12:13:32.1250,-0.0,1.036,0.37,2.26,-1.3,-0.75,4.79,4.33,2.77
2022-04-27 12:13:32.1350,-0.004,1.042,0.296,2.34,-1.17,-0.37,5.08,4.81,2.64
2022-04-27 12:13:32.1450,-0.016,1.053,0.203,2.49,-1.15,0.05,5.31,5.29,2.49
2022-04-27 12:13:32.1550,-0.027,1.053,0.186,2.7,-1.17,0.56,5.43,5.75,2.32
2022-04-27 12:13:32.1650,-0.034,1.098,0.223,2.88,-1.18,0.12,5.42,6.12,2.15
2022-04-27 12:13:32.1750,-0.032,1.067,0.206,3.0,-1.51,-0.5,5.34,6.43,1.99
2022-04-27 12:13:32.1850,-0.028,1.029,0.183,3.05,-1.03,-0.54,5.2,6.68,1.83
2022-04-27 12:13:32.1950,-0.03,1.033,0.167,3.1,-0.75,-0.65,4.94,6.83,1.62
2022-04-27 12:13:32.1980,-0.032,1.064,0.135,3.2,-0.87,-0.73,4.6,6.92,1.36
2022-04-27 12:13:32.2140,-0.035,1.113,0.108,3.3,-1.23,-0.6,4.18,6.97,1.04
2022-04-27 12:13:32.2240,-0.038,1.138,0.08,3.37,-1.7,-0.52,3.68,6.96,0.67
Time,-0.037,1.125,0.075,3.42,-1.85,-0.4,3.13,6.87,0.26
2022-04-27 12:13:32.2450,-0.031,1.096,0.075,3.39,-1.65,-0.46,2.58,6.72,-0.15
2022-04-27 12:13:32.2540,-0.021,1.072,0.07,3.27,-1.36,-0.46,2.01,6.54,-0.56
2022-04-27 12:13:32.2640,-0.009,1.048,0.076,3.1,-1.1,-0.41,1.43,6.36,-0.96
2022-04-27 12:13:32.2730,0.005,1.06,0.089,2.85,-0.86,-0.43,0.83,6.2,-1.35
2022-04-27 12:13:32.2830,0.019,1.106,0.097,2.56,-1.08,-0.46,0.23,6.04,-1.7
2022-04-27 12:13:32.2940,0.05,1.125,0.101,2.19,-1.45,-0.37,-0.3,5.96,-2.01
2022-04-27 12:13:32.3040,0.066,1.134,0.088,1.66,-1.54,-0.23,-0.73,5.89,-2.28
2022-04-27 12:13:32.3150,0.085,1.125,0.064,0.75,-1.42,0.59,-1.07,5.82,-2.46
2022-04-27 12:13:32.3270,0.12,1.109,0.054,0.75,-1.42,0.59,-1.35,5.8,-2.48
2022-04-27 12:13:32.3330,0.144,1.102,0.048,0.05,-1.24,0.87,-1.55,5.8,-2.45
2022-04-27 12:13:32.3430,0.147,1.105,0.021,-0.42,-1.19,1.21,-1.63,5.76,-2.4
2022-04-27 12:13:32.3550,0.163,1.098,-0.015,-0.78,-1.24,1.69,-1.58,5.71,-2.22
2022-04-27 12:13:32.3630,0.195,1.087,-0.041,-1.3,-1.14,2.23,-1.45,5.65,-1.86
2022-04-27 12:13:32.3760,0.219,1.079,-0.055,-1.9,-1.09,2.59,-1.27,5.59,-1.4
2022-04-27 12:13:32.3830,0.22,1.051,-0.068,-2.33,-1.0,2.84,-1.07,5.5,-0.9
2022-04-27 12:13:32.3930,0.219,0.987,-0.082,-2.5,-0.67,3.04,-0.85,5.38,-0.35
2022-04-27 12:13:32.4040,0.222,0.908,-0.094,-2.65,0.0,3.24,-0.61,5.25,0.27
2022-04-27 12:13:32.4140,0.22,0.851,-0.096,-2.76,0.76,3.36,-0.42,5.13,0.88
2022-04-27 12:13:32.4220,0.201,0.828,-0.089,-2.74,1.2,3.36,-0.29,5.02,1.41
2022-04-27 12:13:32.4340,0.185,0.799,-0.084,-2.49,1.47,3.26,-0.19,4.91,1.95
